제품명,리뷰어,리뷰어 정보,별점,한달이상사용,재구매여부,리뷰내용,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요,자극도_보통이에요,자극도_자극없이 순해요,자극도_자극이 느껴져요
[단독기획] 닥터지 레드 블레미쉬 클리어 모이스처 크림 70ml+30ml 기획,루지님,복합성 웜톤 트러블,5,0,1,촉촉하게 수분감이 얼굴 피부결에 충전되는 느낌이에요!ㅎㅎ,1,0,0,1,0,0,0,1,0
[단독기획] 닥터지 레드 블레미쉬 클리어 모이스처 크림 70ml+30ml 기획,닝닝닝이,복합성 여름쿨톤 모공 탄력,5,0,0,나이가 들면서 지성이었던 피부가 건성으로 변하더라구요 저는 이거 여름에도 발라욬ㅋㅋ 없으면 안되는 크림이 되었어요 피부 단단하게 채워주는 느낌입니다 보습 너무 좋아요 수분과 보습 깔끔한 마무리 굿,1,0,0,1,0,0,0,1,0
[단독기획] 닥터지 레드 블레미쉬 클리어 모이스처 크림 70ml+30ml 기획,루지님,복합성 웜톤 트러블,5,0,1,"여름에 쓰기에 제형 무겁습니다!
엄청나게 건조하고 피부 갈라지는 건성이면 모르겠는데
그렇지 않고 대충 건성이신거라면 여름에는 추천드리고 싶지 않아오 약간 가을되어갈때 쓰려고 해오",1,0,0,1,0,0,0,1,0
[단독기획] 닥터지 레드 블레미쉬 클리어 모이스처 크림 70ml+30ml 기획,올영피피,건성 여름쿨톤 모공 블랙헤드,4,1,0,아직 싸보기 전이지만 리뷰가 좋아서 사봐ㅛ어요 촉촉하고 좋을것같습니다,0,1,0,0,0,1,1,0,0
가히 멀티밤 9g,,,5,0,0,"어디에나, 어디서도 바를 수 있는 멀티밤!
이젠 대중화 되었지요~~
보습에 좋아 겨울에 특히 좋아요.",1,0,0,1,0,0,0,1,0
가히 멀티밤 9g,짜이짱,,5,1,0,"엄마가 사달라고 하셔서 구매했어요
수시로 바르는데 금방 건조해진다고 하시네요",0,1,0,0,0,1,1,0,0
가히 멀티밤 9g,우뚀,복합성 가을웜톤 다크서클 모공,5,0,0,"스틱형식 이여서 바르기 편하고
자극 없이 순하고 멀티밤이라 좋아요!!",1,0,0,1,0,0,0,1,0
가히 멀티밤 9g,이이이이이,복합성 쿨톤,5,1,0,꾸준히 쓰고 있어요 효과는 잘 모르겠지만 습관처럼 문지릅니다 주름에 좋길,0,1,0,1,0,0,0,1,0
가히 멀티밤 9g,asi****,,5,0,0,피부에 올라오는 거 없이 사용하기 괜찮은 것 같아 재구매해요,1,0,0,1,0,0,1,0,0
[7월 올영픽/리필증정] 프리메라 알파인 베리 워터리 크림 1+1 기획,,,4,0,0,"사실 사용 시 드라마틱한 효과가 있는 건 아니라서 다른 제품 기웃기웃 거려보는 데 또 만족하지 못해서 매번 돌아오게 되는 크림이에요 ㅋㅋㅋㅋ
특별히 어떠한 기능성이 있다. 라고는 말할 수 없고요.
말그대로 수분을 채워주는 크림이에요.",1,0,0,1,0,0,1,0,0
[7월 올영픽/리필증정] 프리메라 알파인 베리 워터리 크림 1+1 기획,지이608,민감성 여름쿨톤 미백 민감성,5,0,0,"이거 여러번 재구매해서 쓰고있는 제품이라 한달 사용 후기도 여러번 작성하게 되었네요ㅎㅎ
남편이 얼굴에 다른건 안바르고 수분크림 하나만 바르는데 이거저거 사줘보니 이만한게 없다면서 꼭 이 제품을 고집하더라구요. 그래서 이번에도 또 재구매..ㅎㅎ
은근 해퍼서 빨리 쓰게되가지고 가성비는 좀 떨어지는 것 같지만ㅜㅜ 민감한 피부도 사용할 수 있는 성분 좋은 제품이고 수분 보습감도 좋더라구요.
무엇보다 발림성이 좋아서 바를 때 기분이 좋아진달까..?
밤형식으로 되어있어서 조금 비위생적일 수 있는데 쓰기는 편한 것 같아요. 꿀단지처럼 열어서 퍽퍽 바르면 되니까요ㅎㅎ

수분크림 아직 맘에드는거 못찾으신 분들 이제품 한번 꼭 써보세요 만족 하실듯요!
세일을 자주 해주시거나 가격이 저렴해졌으명 하는 작은 소망으로 마무리 합니다..🩵",0,1,0,1,0,0,0,1,0
[7월 올영픽/리필증정] 프리메라 알파인 베리 워터리 크림 1+1 기획,멍뭉쓰,지성 봄웜톤 모공 탄력,5,1,0,프리메라 제품이 비싸도 순하고 좋은거같아요 이건 지성인 저한테 좀 묵직하긴 한데 그래도 흡수 빠르게 잘되거 발림성도 좋아요 겨울에 쓰면 좋을거같아요,1,0,0,1,0,0,0,1,0
[7월 올영픽/리필증정] 프리메라 알파인 베리 워터리 크림 1+1 기획,밥초,복합성 웜톤 다크서클 모공,5,1,0,"움 다른 수분크림 쓰다가 리필이 남았길래 다시 써보고 있는데 좋네..요?
낮에 쓸땐 화장 전에 선크림도 바르다보니 좀 무거운 감이 있는데 밤에는 촉촉해서 좋네요
무난한 수분크림인데 요즘 다른 크림들도 보니까 꽤 비싸져서 리필 기획인데 이 가격이면 또 괜찮은거 같아요
보습 기능말곤 아무것도 없어서 앰플 단계에서 기능성 성분 써주고 요 크림으로 보습감 챙겨주면 딱입니다!",1,0,0,1,0,0,0,1,0
[7월 올영픽/리필증정] 프리메라 알파인 베리 워터리 크림 1+1 기획,메돈,건성 웜톤 모공 아토피,5,1,0,"너무 쪼야요
제가 원래 ㄷㅌㅈ 수분크림만 쓰다가
처음으로 바꿨는데
ㄷㅌㅈ는 가벼운 제형이 장점이라면
이 제품은 속까지 꽉 찬 수분감이 장점이네요.
그러다보니 질감은 좀 비교적 되직한 편이에요.
여름보단 겨울에 쓰기 좋을 거 같아요.
전 극 지성인데 건성분들께 좀 더 추천드려요.
피부가 예민해서 유튜버들 추천템 많이 찾아보고
구매한 건데 유튜버들이 좁쌀여드름에 공통적으로
이 제품을 추천해주시더라구요.
이거 바르고 다음 날 화장할 때 얼굴 보면
아주 매끈하게 결 정리 돼있어요!
흡수 짱 잘 되고요 안 밀려요!
저는 단독으로 바를 때도 많아서
스킨케어 단계 많으신 분들은 이 제품 사용하면
몇 단계 스킵하셔도 될 거 같은 느낌!
그나저나 사진 속 우서깅 너무 귀엽죠??😘
선재업고튀어끝나지마 ㅠㅠㅠ
내 월요일을 돌려주어~~~~
이제 월요일을 살아갈 수 없어 😱😱",1,0,0,0,0,1,0,1,0
스킨앤랩 베리어덤 인텐시브 크림 50ml 기획 (+ 크림 30ml 증정),,,5,0,0,"기획세트로 구매했어요
원래 쓰던 제품이라 n회차 재구매중
빠르게보는 리뷰 아래에

- 자극없이 순한 편
- 보습에 진심
- 올영에서도 만날 수 있어서 좋아요",1,0,0,1,0,0,0,1,0
스킨앤랩 베리어덤 인텐시브 크림 50ml 기획 (+ 크림 30ml 증정),푸푸르르푸,지성 웜톤 다크서클 미백,4,0,0,"겨울에 사용하면 좋지만
기름기가 조금 더 높아진 느낌이에요 ..
리뉴얼 전 저는 ㅇㅅㅌㄹ보다 좋았는데
이제는 ㅇㅅㅌㄹ가 훨씬 보습감도 좋고 덜 기름져요

그래도 보습감으로는 저리 가라이기에 ...
괜찮아유",1,0,0,1,0,0,0,1,0
스킨앤랩 베리어덤 인텐시브 크림 50ml 기획 (+ 크림 30ml 증정),Today옝,트러블성 봄웜톤 모공 트러블,5,1,0,스킨앤랩 진짜 최애 브랜드 인데 이 크림이 진짜 좋아요 처음엔 기획이고 저렴해서 사봤는데 용량이 작긴 하지만 알갱이 들어있는 크림 이고 다음날 피부결이 매끄럽고 좋아 보여서 세개 쟁여놨어요 스킨앤랩 하이베리어 세럼더 입고 되면 좋겠어요,1,0,0,0,0,1,0,1,0
스킨앤랩 베리어덤 인텐시브 크림 50ml 기획 (+ 크림 30ml 증정),메추리립,건성 쿨톤 모공 미백,5,1,1,"피부 재생에 좋다고 해서 구매했어요
한통 쓰고 좋아서 재구매 했어요
예민한 피부인데
부드럽고 순하게
발려서 좋아요 지성은 조금 유분기가
돌거같아요",1,0,0,1,0,0,0,1,0
스킨앤랩 베리어덤 인텐시브 크림 50ml 기획 (+ 크림 30ml 증정),북극곰111,민감성 웜톤 민감성 탄력,5,0,0,많응 크림을 쓰지만 스킨앤랩 크림 자극없이 순하면서 보습이 잘되네요 용량은 약간 아쉽지만 증정품도 받아허 일단 만족입니다,0,0,1,1,0,0,0,1,0
[수분 진정] 리얼베리어 익스트림 크림 라이트 70ml 1+1 리필 기획,,,5,0,0,"순한 느낌의 너무 무겁지않은 수분크림!
수부지랑 건성분들이 여름철에 쓰기 편합니당",0,1,0,1,0,0,0,1,0
[수분 진정] 리얼베리어 익스트림 크림 라이트 70ml 1+1 리필 기획,반짝반짝팡팡,복합성 쿨톤 다크서클 미백,4,1,0,"🌸 한달이상 후기 🌸

익스트림 크림 오리지널을 겨울에 만족스럽게 잘 사용했어서 날이 풀리면 조금 가볍게 사용하려고 라이트 버젼으로도 구매해봤어요. 구매한지는 좀 된 늦은 후기에요.

라이트는 부드럽고 촉촉한 생크림 제형의 수분진정 크림이에요.

사용해보니 순하고 자극감이 없어서 건성피부가 여름에 장벽크림으로 무난하게 사용하기 좋을꺼 같아요.

가벼운 수분크림 아니고 무겁지 않고 적당한 보습감이 있는 장벽크림이라 여름에는 지성피부 보다는 건성피부에 추천 드려요.",1,0,0,1,0,0,0,1,0
[수분 진정] 리얼베리어 익스트림 크림 라이트 70ml 1+1 리필 기획,마찌마찌,건성 쿨톤 잡티 주름,5,1,0,"리뉴얼 전에도 자주 썼었는데
특유의 연고약같은 향이 좋아요 ㅋ.ㅋ
많이 번들거리지 않고 무겁지 않으면서 보습이 잘 돼요
겨울에는 이것만 바르기엔 보습이 부족해요",0,1,0,0,0,1,1,0,0
[수분 진정] 리얼베리어 익스트림 크림 라이트 70ml 1+1 리필 기획,멍꼬순내,건성 봄웜톤 민감성 트러블,5,0,0,리얼베리어 장벽크림 몇년째 잘 쓰고있는 건성피부인데 라이트크림이 나와서 너무 좋아요~ 요즘처럼 습한 여름에는 라이트크림만 써도 건조하지 않아서 잘 쓰고있어요. 추가로 준 30ml는 파우치에 갖고 다니기 편해서 넘 좋네요,1,0,0,1,0,0,0,1,0
[수분 진정] 리얼베리어 익스트림 크림 라이트 70ml 1+1 리필 기획,헤이미쉬,복합성 웜톤 민감성 잡티,3,1,0,"겨울철 악지성임에도 불구하고 리얼베리어 익스트림크림을 너무 잘써서 이번엔 라이트로 구입해봤어요.
순하고 자극없이 보습력하나는 최고인데 역시나 여름철 악지성 피부가 사용할 크림은 아니네요ㅜ
더위 오기 전 환절기부터 사용했는데 유분감 많이 느껴져서 서랍깊은곳에 넣어뒀습니다. 가을되면 꺼내 부지런히 써야겠어요 :)",1,0,0,1,0,0,0,1,0
[NEW] 바이오힐보 판테셀 리페어시카 크림 50mL+50mL 기획,,,5,0,0,끈적임없는 수분크림같은 재생크림 원하는 분들께 추천해요,0,1,0,0,0,1,0,1,0
[NEW] 바이오힐보 판테셀 리페어시카 크림 50mL+50mL 기획,체리쿵,복합성 봄웜톤 모공 미백,5,0,0,이전 판테놀 시카 블레미쉬 크림을 써 본 적이 있는데 이 아이가 그 업그레이드 버전이라 하네요. 구매 전까지도 몰랐거든요. 사실 올영 세일을 통하지 않는다면 쌘 가격대이긴 하지만 단지와 튜브가 함께인 점은 응근 센스있는 기획인 거 같네요. 자세한 후기는 꾸준히 사용해 본 후 한달사용리뷰 통해 남겨볼께요.,1,0,0,0,0,1,0,1,0
[NEW] 바이오힐보 판테셀 리페어시카 크림 50mL+50mL 기획,Remy,건성 웜톤 모공 미백,5,0,0,"판테놀 잘 맞아서 좋네여
근데 제발 튜브형으로만 내주세요...
단지 필요없어.. 무겁고.. 부피도 크고..",1,0,0,1,0,0,0,1,0
[NEW] 바이오힐보 판테셀 리페어시카 크림 50mL+50mL 기획,젠정,트러블성 쿨톤 민감성 잡티,5,1,0,수부지 분들께 추천드리기는 하는데 보습제품으로 추천드리진않아요 가벼운 제품입니다,0,1,0,1,0,0,0,1,0
[NEW] 바이오힐보 판테셀 리페어시카 크림 50mL+50mL 기획,시계는똑딱똑딱,민감성 쿨톤 모공 블랙헤드,5,1,0,진정에 진짜 탁월한 것 같아요 홍조 없에고 피부 장벽 올리는데는 정말 빠른 시간에 효과봤어요 못해도 2~3주 정도 장벽이 완벽이 올라온 것 같아요 얼굴 따끔거리는 거 없어졌어요 그런데 처음 따끔거릴때도 이 제품 할때는 한번도 따가운적이 없었어요 그래서 진정이랑 회복에 좋은 것 같아요,0,1,0,0,0,1,0,1,0
[7월 올영픽/24시간수분잠금] 아비브 수분초 히알루론 크림 하이드레이팅 팟 80ml 1+1 기획,,,5,0,0,"요즘 아비브 좀 잘하는 것 같아요..제가 몇 년 전에 아비브 제품 쓸때는 약간 감성위주구나~를 느꼈는데, 케이스도 바뀌고 리뉴얼이 된건지 기초제품이 다 괜찮네요?

날이 더워지니깐 다시 여름용 젤크림 같은 수분크림이 필요해지더라고요. 그래서 원래는 타사 ㅌㄹㄷ 수분크림을 썼는데, 그건 완전 수분!이어서 겔크림 같은 느낌이랄까요? 복합성인 저에게는 시간이 지나면 좀 마르는 느낌이어서 수면팩으로만 쓰고 있었습니다.
그러다가 아비브가 오특으로 광고하길래 매장에서 테스트해보고 너무 맘에 들어서 바로 샀어요!!!

일단 저는 겔 타입 같은 가벼운 수분크림은 금방 건조해져서 안쓰는데, 아비브 수분크림은 일반 수분크림에서 유분기만 쏙 빠진 느낌이어서 보습력이 좋아요!! 확실히 보통의 여름용 수분크림처럼 가벼운데 보습력은 좋습니다.
화장 전에 발라도 안밀리고 좋네요!!! 기획세트로 꼭 사세요..!",0,1,0,1,0,0,0,1,0
[7월 올영픽/24시간수분잠금] 아비브 수분초 히알루론 크림 하이드레이팅 팟 80ml 1+1 기획,젣니,복합성 쿨톤 모공 민감성,5,0,0,"여름 수분크림 또 정착했습니다 히히🩵
초민감성 피부라 한번 정착하기 엄청 힘든데
그 어려운 걸 제가 해냈습니다!! 하하하
평소에 바이x힐보 시카크림이랑 브링x린 티트리크림만
번갈아 쓰고 있고,
둘다 진정 효과는 짱좋은데 수분감이 좀 약해서
수분팡팡 터지는 크림을 하나 더 쓰고 싶어서
며칠동안 계속 검색하다가 마침 아비브 할인하길래 사봤어요

얼굴 수분을 위해 무조건 써야 하는 성분 중 하나가
히알루론산인데 예전에 토x든 라인 써보고 좀 안맞아서
지금은 더랩xx블랑두 토너로만 채우고 있어요
근데 민감피부는 토너 쓰면 더 민감해진다고 해서
어쩌다 한번씩만 뿌토나 토너팩으로만 사용합니다
근데 아비브 크림이 너무너무 잘맞아서
이제 수분 걱정은 없을 것 같아요😭
민감성이면서 동시에 T존만 기름좔좔 복합성인데
진짜 유분감이 거의 안느껴지고 수분감만 90% 이상이에요
조금이라도 기름지면 바로 좁쌀파티 열리는데
지금 4~5일째 아침저녁으로 바르고 있는데
여드름 전혀 안올라오고 피부 컨디션이 계속 좋아서
증말 찐만족합니다!!!!
찰방찰방한 수딩 제형이고 듬~뿍 올려도 무겁다거나
부담스럽지 않고 금방 산뜻하게 흡수돼요
저녁에 바르는 고함량 비타민C 세럼이랑도 궁합이 너무 좋아서
진짜 너무 잘산 것 같아요ㅠㅠㅠ
수부지/복합/지성 분들에게 여름크림으로 완전 강추합니다!!!",0,0,1,1,0,0,0,1,0
[7월 올영픽/24시간수분잠금] 아비브 수분초 히알루론 크림 하이드레이팅 팟 80ml 1+1 기획,코기러버,민감성 웜톤 민감성 블랙헤드,5,0,0,"재재재구매템🩵
여름만 되면 생각나는 아비브 수분크림..
결국엔 다시 찾게 되는 매력이 있습니다
수분크림이라는 말이 딱 맞는 찰방한 사용감에
묵직하거나 실키하지 않은 마무리감
답답한 거 싫어하는 유분 폭발 지성에게 추천해요
더블기획 저는 환영입니다🫐",1,0,0,1,0,0,0,1,0
[7월 올영픽/24시간수분잠금] 아비브 수분초 히알루론 크림 하이드레이팅 팟 80ml 1+1 기획,체리브영,지성 가을웜톤 모공 트러블,5,0,0,"수분크림 짱짱
시원하게 쓰면 여름에 열감 가라앉고 좋어요
사은품으로 온 가방도 튼튼하고 재질 부드럽고 좋어요",1,0,0,1,0,0,0,1,0
[7월 올영픽/24시간수분잠금] 아비브 수분초 히알루론 크림 하이드레이팅 팟 80ml 1+1 기획,봄웜페,,1,0,1,"와…. 이게 수분크림이 맞나요…?
바르고 피부 뒤집어져도 나한테만 안맞겠거니 리뷰 안쓰는데
이거 참고 며칠동안 발랐는데 매번 느끼는게
바르면 오히려 얼굴이 빠싹 빠싹 말라요…
수분크림이 이럴수있나.?
바르면 안되는 물질을 얼굴에 바른기분;;;
써본 수분크림중 최악….ㅠㅠ
이거 쓰고 좋은 분들이 진짜 있나요…? 광고인건가요…?
2만2천원 날리지마시고 좋은거 딴거 사세요
진짜 아비브 실망이에요………",0,0,1,0,1,0,0,0,1
[김지영PICK/1+1] 아이소이 장수진 수분크림 50ml 1+1 한정기획(50ml+50ml),,,5,0,0,"가격이 저렴하지 않는데도 언제나 지갑이 얇은 제가 1년째 여기에 헤어나오지 못하고 재구매 하고 있습니다..
중성/복합성 피부 타입인데 얘만큼 저에게 만족감을 주던 수분크림이 없습니다..ㅠㅜ 유분감보다 수분감은 더 많았으면 좋겠고 시간이 지나도 속당김이나 건조함을 느끼면 안되고 그렇다고 너무 기름지지 않았으면 하는 수분크림을 찾고 있었는데 저에게는 바로 이 친구였던 것 같습니다..
4계절 내내 사용 중이고 정말 건조한 호주에서 생활했을때에도 저를 구원해주던 수분크림입니다…
건성이 쓰시기에 겨울에는 부족할 것 같은 느낌이 들 것 같지만 중성(여름에 좀 더 기름이 잘 올라오는)~복합성분들께 강력 강력 추천드립니다!! 겨울에도 여러번 얇게 레어링하고 위에 이불 같은 크림 덮어주면 짱 좋습니다..
처음에는 그냥 무난한것 같아서 재구매 안했는데 다른 제품들에 만족 못하고 이 친구의 소중함을 느꼈던 경험이 있었습니다.. 꼭꼭 행사할때!(1+1할때) 쟁여두시길 바랍니다..
너무 애정하는 수분크림이라 우왕좌왕 이렇게 적어둡니다..
여름에는 웰라쥬 수분앰플 + 장수진 크림 조합 추천드립니당..",0,1,0,1,0,0,0,1,0
[김지영PICK/1+1] 아이소이 장수진 수분크림 50ml 1+1 한정기획(50ml+50ml),지갑얇은오리,,5,0,0,진짜 진짜 제가 좋아하는 애정템! 엄청 많아 썼었고 이번에도 어김없이 골랐습니다 ㅎㅎ 촉촉하고 바르는 느낌이 너무 좋아요 ㅎㅎ 산뜻해서 ㅎㅎ,0,1,0,1,0,0,0,1,0
[김지영PICK/1+1] 아이소이 장수진 수분크림 50ml 1+1 한정기획(50ml+50ml),jinnyjinny,건성 쿨톤 모공 블랙헤드,5,0,0,"지성에게 맞는 묽은 수분크림 찾던 중 구매해봤어요
이 제품이 좋은 점이 묽은 크림인데도
보습력이 좋아요!!
피부진정에도 효과 있는 것 같아요",0,0,1,1,0,0,0,1,0
[김지영PICK/1+1] 아이소이 장수진 수분크림 50ml 1+1 한정기획(50ml+50ml),슺슺,지성 쿨톤 모공 블랙헤드,5,0,0,"여름에 딱 좋은 크림이네요
너무 리치하지도 가볍지만도 않은 그 밸런스를 잘 잡아줘요~
뭔가 마무리감도 좋아서 화장도 잘 먹는 느낌☺️",0,1,0,1,0,0,0,1,0
[김지영PICK/1+1] 아이소이 장수진 수분크림 50ml 1+1 한정기획(50ml+50ml),이걸샀지뚜두뚜두,복합성 웜톤 모공 탄력,5,0,0,장수진 크림으로 유명하더라구요 굉장히 순 하면서도 보습을 잘 해줘서 나중에는 대용량 70 미리 리터 짜리 로도 구매해 보고 싶습니다. 일반적인 크림처럼 하였구요 쫀득 하면서도 발림성이 좋습니다. 여자가 사용하든 남자가 사용하든 모든 피부에 적합한 것 같아요. 워낙 순해서.,0,1,0,1,0,0,0,1,0
닥터디퍼런트 비타리프트 에이 포르테 20g 기획 (+5g+시카메탈크림1.5g*2) (2402),,,5,0,0,"레티놀 함량이 낮은 제품들만 사용하다가 고함량 제품에 도전해보고 싶어 구매했습니다
크림 제형의 제품은 처음 사용해봐요
토출구가 뾰족하고 구멍이 좁아서 적은 양으로 조절하며 사용하기 좋습니다
연고처럼 쫀존한 제형의 연노랑색 크림이에요
눈가와 팔자주름을 중심으로 저녁마다 발라주고 있습니다
집에서 하는 피부관리는 단기간을 목표로 하는게 아니기 때문에 꾸준히 잘 사용해주려구요
우선은 트러블도 안생기고 좋네요!!",0,1,0,0,1,0,1,0,0
닥터디퍼런트 비타리프트 에이 포르테 20g 기획 (+5g+시카메탈크림1.5g*2) (2402),치키차카초초,복합성 웜톤 모공 민감성,5,0,0,"레티날 입문용만 사용하다가 이렇게 전문적인 제품을 사용해보니 확실히 다르긴 다르네요!
닥터디퍼런트 예전부터 레티날에 진심인 건 알고 있었긴한데
실제로 써보니 더더욱 그렇게 느꼈어요.
한 달 사용후기도 올릴거지만,
처음 써봤는데 자극도 거의 없는데 발림성도 쏘 굿이네요
보시면 다 발랐는데도 끈적이거나 번들번들 한 거 없는거 보이시죠!!???
재재구매 할 것 같은 이 기분 .. 🩷
제가 찾아봤는데 함량 더 높안게 포르테시모 ! 던데
아직 올영에는 입점이 안되있나 봐용
그것도 얼른 입점시켜주세요 저 사게요.. 😌
레티날 중독자 될 것 같아요🫧🤍🫡🫡",0,1,0,0,1,0,0,1,0
닥터디퍼런트 비타리프트 에이 포르테 20g 기획 (+5g+시카메탈크림1.5g*2) (2402),달고달고달디단,지성 쿨톤 민감성 트러블,5,0,0,이미 예전에 더블기획으로 두통 비운 크림이에요 저는 적응돼서 그런지 꽤 듬뿍 발라줘도 자극은 못 느끼는 편이지만 처음 시작하시는 분들은 아주 조금씩 or 부분적으로 or 평소 사용하던 크림과 섞어 발라주네요! 전 피부결에 효과 많이 봤습니다,0,1,0,0,1,0,0,1,0
닥터디퍼런트 비타리프트 에이 포르테 20g 기획 (+5g+시카메탈크림1.5g*2) (2402),fire,건성 여름쿨톤 다크서클 미백,5,0,0,"⭐ 닥터디퍼런트 비타리프트 에이 포르테⭐

저함량의 레티놀 제품만 사용해왔었는데 확실히 조금 높은 함량의 레티날을 사용해보니 확실히 다른게 느껴지긴 합니다! 자극도 거의 없고 발림성도 너무 좋아서 바르기 무난한 제품이었어요. 레티날은 닥터디퍼런트가 유명한데 역시 믿고 쓰는 닥터디퍼런트 제품입니다! 바르고 나면 피부가 반질반질하고 광이 드는 느낌이에요 :)",0,1,0,0,1,0,0,1,0
닥터디퍼런트 비타리프트 에이 포르테 20g 기획 (+5g+시카메탈크림1.5g*2) (2402),yuna09,지성 가을웜톤 모공 미백,5,0,0,"피부결이 좋아지고 여드름 흉터도 연해지는 레티날 크림!
레티놀은 발라봤는데 레티날이 훨씬 좋은거래서 믿고 사용중입니다~
살짝 꾸덕한 느낌이지만 흡수는 빠른편이에요~
처음 발라보는거라 처음에는 조금만 발라봤는데 따갑거나 하지 않아서 양을 늘려가고 있는데 점점 피부가 매끈해지는 느낌이 듭니다~",1,0,0,1,0,0,0,1,0
폴라초이스 클리니컬 0.3% 레티놀 + 2% 바쿠치올 트리트먼트 30ml,,,2,0,0,"재입고 알림 와서 구매했는데
포장이 너무 별로네요....
택배박스안에 포장박스도 없이 달랑 제품만 들어있었어요
찝찝하네요",0,1,0,0,0,1,1,0,0
폴라초이스 클리니컬 0.3% 레티놀 + 2% 바쿠치올 트리트먼트 30ml,elly717****,,4,0,0,레티놀은 기존에 다른 제품을 사용하다가 비싸도 좋은 걸 써보고 싶어서 구매했어요 아직까진 솔직히 큰 변화는 모르겠구요 앰플 느낌이 아닌 크림 느낌이라 저녁에 바르고 있어요 생각보다 자극적이지 않은데 뚜껑이 좀 더러워지네요ㅠ,0,1,0,0,0,1,1,0,0
폴라초이스 클리니컬 0.3% 레티놀 + 2% 바쿠치올 트리트먼트 30ml,sorap****,,5,0,0,"💡레티놀에 대한 이해
레티놀은 주름,탄력,모공에 좋은 성분이에요
하지만 레티놀은 함유량이 가장 중요해요
저도 처음에 아무런 지식없는 상태로 함유량 높은것부터 썼다가 피부가 다 뒤집어지고 살이 벗겨진 적이 있었어요
레티놀을 처음 쓰는 사람이면 꼭 !! 레티놀 함량이 낮은 제품인지 체크하고 사용하시길 추천해요

💡제형
광택이 은은하게 남으면서 흡수력이 좋고 끈적임 없이
마무되는 제형이에요

💡빈도수
처음에는 주 최대 3회 사용을 권장하고 저녁때 콩알만큼 덜어서 눈가와 입술을 피해서 조금씩 발라주세요
2주 후에는 피부가 적응을 해서 매일 사용가능해요

🍯꿀팁
레티놀은 빛과 열에 약한 성분이라 아침 사용시에는
선크림 꼭 필수에요!!!
그리고 레티놀이 피부에 익숙해지면 아하,바하 같은 바르는 각질제거와 함께 사용하면 효과가 더 up돼요

제 글이 도움이 되셨다면 👇🏻 아래에 도움이 됐어요 엄지버튼 꾹 눌러주시면 감사하겠습니다..🫶🏻",1,0,0,1,0,0,1,0,0
폴라초이스 클리니컬 0.3% 레티놀 + 2% 바쿠치올 트리트먼트 30ml,내게올령,건성 웜톤 주름 탄력,5,0,0,"레티놀 입문자라 설레는 마음으로 선택했어요❗️❗️ 큐알코드도 있어서 바르는 방법을 꼼꼼하게 보고 발랐어요~

비타민 관련 제품을 발랐을 때 따가움을 느껴서 레티놀도 그럴까봐 조심히 발라줬어요. 양도 적게 바르고, 바르는 기간도도 텀을 주면서 발랐는데 괜찮았어요👍 촉촉하기도 하고 살짝 밝아지는 느낌도 들어서 왠지모르게 좋더라고요ㅎㅎ

살짝 따가움을 느끼긴 했지만 괜찮았는데, 가격이 조금 세다고 느껴져서 재구매 할 때는 망설일 것 같아요. 할인 많이 했으면 좋겠어요😊",0,1,0,0,1,0,1,0,0
폴라초이스 클리니컬 0.3% 레티놀 + 2% 바쿠치올 트리트먼트 30ml,0ㅌ0,,5,0,0,"레티놀 함량이 평소 쓰던 것보다 함량이 조금 높아서
걱정했는데 생각보다 자극은 없었어요!
주름이 점점 옅어지는 게 눈에 보이고 탄력에 도움이 됩니다!
흡수력도 좋은 편이고 꾸덕한 듯하지만 얇게 발려요
향은 알콜향 비슷한 향이 나서 향긋하지는 않지만
쓸 만은 합니다!!
세일할 때 맞춘다면 살만한 가격이라고 생각해요!",1,0,0,0,1,0,1,0,0
[선착순 4종 키트 증정] 라네즈 워터뱅크 젤 크림 45ml 기획 (헬로키티 콜라보) (+키링),,,4,0,0,"오특할때 구매했는데요
예약배송으로 구매했고
14일부터 순차적으로 배송된다고 헀는데
결과적으로 12일날 배송 받았습니다
이렇게 배송할꺼면
뭐하러 예약배송을 하는지..
예약배송이라 다른 상품이랑 합배송을 못해서
그건 그거대로 무배 조건 맞춰서 구매해야하고 ㅠㅠㅠ
그리고 선물로 주문하고 싶었는데 예약상품은 선물하기도 안되공 ㅠㅠㅠ
예약배송 없애면 좋겠어요

뭐 불평은 여기까지 하고
증정으로 온 4종 키트, 괄사 잘 받았고요
헬로키티 키링이 너무 귀엽긴합니다
키티보고 짜증난 마음 좀 진정되었습니다
키링은 생각한 것 보다 크기가 작긴 했는데
어디든 휘뚤마뚤 들고다니기 좋을 것 같아요

젤크림이라 여름에 사용하기 좋아요
찐득하거나 끈적하지 않고
수분을 채워줘서 수부지, 지성 분들 추천합니다

4종키트, 괄사 증정에 헬로키티 키링기획이라 구매했지만
크림만 본다면 가격은 사악한 것 같습니다

사진 여러가지 올리니 현명한 소비 하시길",0,1,0,0,0,1,1,0,0
